Var1	Var2
RXN-15957	lolitrem B biosynthesis
RXN1G-1634	mycolate biosynthesis
RXN-15956	lolitrem B biosynthesis
INOPHOSPHOR-RXN	purine ribonucleosides degradation	adenosine nucleotides degradation II	adenine and adenosine salvage III
RXN-15955	lolitrem B biosynthesis
RXN1G-1633	mycolate biosynthesis	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis
RXN-15954	candicidin biosynthesis
INDOLELACTATE-DEHYDROGENASE-RXN	L-tryptophan degradation XIII (Stickland reaction)	L-tryptophan degradation IV (via indole-3-lactate)
RXN-15951	ferrichrome A biosynthesis
RXN1G-1439	mycolate biosynthesis
RXN-15950	ferrichrome A biosynthesis
INDOLEACETATE--LYSINE-LIGASE-RXN	
RXN-15949	methanofuran biosynthesis
RXN1G-1438	mycolate biosynthesis
RXN-15948	
INDOLE-3-ACETALDEHYDE-OXIDASE-RXN	indole-3-acetate biosynthesis VI (bacteria)	L-tryptophan degradation VI (via tryptamine)
RXN-15947	methanofuran biosynthesis
RXN1G-1437	mycolate biosynthesis
RXN-15946	methanofuran biosynthesis
INDOLE-23-DIOXYGENASE-RXN	indole degradation to anthranil and anthranilate
RXN-15945	methanofuran biosynthesis
RXN1G-1436	mycolate biosynthesis
RXN-15944	methanofuran biosynthesis
INDANOL-DEHYDROGENASE-RXN	
RXN-15943	autoinducer AI-2 degradation
RXN1G-1435	mycolate biosynthesis
RXN-15942	
IMPCYCLOHYDROLASE-RXN	inosine-5'-phosphate biosynthesis III	inosine-5'-phosphate biosynthesis I	inosine-5'-phosphate biosynthesis II
RXN-15941	proline betaine degradation
RXN1G-129	formaldehyde oxidation III (mycothiol-dependent)
RXN-15940	
IMP-DEHYDROG-RXN	guanosine ribonucleotides de novo biosynthesis	inosine 5'-phosphate degradation	adenosine nucleotides degradation I
RXN-15939	blasticidin S biosynthesis
RXN1G-121	mycothiol biosynthesis
RXN-15938	blasticidin S biosynthesis
IMILACTDEHYDROG-RXN	imidazole-lactate degradation	L-histidine degradation IV
RXN-15937	blasticidin S biosynthesis
RXN1G-1152	mycolate biosynthesis
RXN-15936	blasticidin S biosynthesis
IMIDPHOSDEHYD-RXN	L-histidine biosynthesis
RXN-15935	blasticidin S biosynthesis
RXN1G-1151	mycolate biosynthesis
RXN-15934	arginomycin biosynthesis
IMIDHYD-RXN	L-histidine degradation VI
RXN-15933	arginomycin biosynthesis
RXN1G-1150	mycolate biosynthesis
RXN-15932	arginomycin biosynthesis
IMIDAZOLONEPROPIONASE-RXN	L-histidine degradation III	L-histidine degradation VI	L-histidine degradation II	L-histidine degradation I
RXN-15931	arginomycin biosynthesis
RXN1G-1149	mycolate biosynthesis
RXN-15930	arginomycin biosynthesis	blasticidin S biosynthesis
IMIDAZOLEACETATE-4-MONOOXYGENASE-RXN	
RXN-15929	arginomycin biosynthesis	blasticidin S biosynthesis
RXN1G-0	mycothiol-mediated detoxification
RXN-15928	arginomycin biosynthesis	blasticidin S biosynthesis
IMIDAZOLE-N-ACETYLTRANSFERASE-RXN	
RXN-15927	arginomycin biosynthesis	blasticidin S biosynthesis
RXN1F-99	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)
RXN-15925	
ILEDEAMINE-RXN	
RXN-15924	L-galactose degradation
RXN1F-93	flavonol biosynthesis	flavonoid biosynthesis (in equisetum)
RXN-15922	aspyridone A biosynthesis
IGPSYN-RXN	L-tryptophan biosynthesis
RXN-15921	
RXN1F-775	anthocyanidin modification (Arabidopsis)	rose anthocyanin biosynthesis II (via cyanidin 3-O-beta-D-glucoside)	superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside)
RXN-15920	L-gulonate degradation
HYPOXANPRIBOSYLTRAN-RXN	adenine salvage	adenine and adenosine salvage III
RXN-15919	aspyridone A biosynthesis
RXN1F-72	
RXN-15914	bacimethrin and bacimethrin pyrophosphate biosynthesis
HYPOTAUROCYAMINE-KINASE-RXN	
RXN-15913	bacimethrin and bacimethrin pyrophosphate biosynthesis
RXN1F-66	chlorophyll cycle	chlorophyll a biosynthesis III	chlorophyll a biosynthesis I
RXN-15912	bacimethrin and bacimethrin pyrophosphate biosynthesis
HYPOTAURINE-DEHYDROGENASE-RXN	taurine biosynthesis I	taurine biosynthesis II
RXN-15911	bacimethrin and bacimethrin pyrophosphate biosynthesis
RXN1F-475	kaempferol glycoside biosynthesis (Arabidopsis)
RXN-15910	starch degradation I
HYPONITRITE-REDUCTASE-RXN	
RXN-15909	starch degradation I
RXN1F-474	kaempferol glycoside biosynthesis (Arabidopsis)
RXN-15908	starch degradation I
HYOSCYAMINE-6-DIOXYGENASE-RXN	superpathway of hyoscyamine and scopolamine biosynthesis	hyoscyamine and scopolamine biosynthesis
RXN-15907	D-glucuronate degradation II
RXN1F-462	quercetin glycoside biosynthesis (Arabidopsis)	quercetin triglucoside biosynthesis	flavonol acylglucoside biosynthesis III - quercetin derivatives	quercetin gentiotetraside biosynthesis	quercetin glucoside biosynthesis (Allium)	rutin biosynthesis
RXN-15906	
HYGROMYCIN-B-KINASE-RXN	
RXN-15905	D-glucuronate degradation II
RXN1F-461	kaempferol glycoside biosynthesis (Arabidopsis)	flavonol acylglucoside biosynthesis I - kaempferol derivatives	kaempferol gentiobioside biosynthesis	kaempferol triglucoside biosynthesis
RXN-15903	
HYDROXYPYRUVATE-REDUCTASE-RXN	L-serine biosynthesis II	formaldehyde assimilation I (serine pathway)
RXN-15902	D-galacturonate degradation II
RXN1F-444	
RXN-15901	D-galacturonate degradation II
HYDROXYPYRUVATE-DECARBOXYLASE-RXN	
RXN-15893	3,6-anhydro-alpha-L-galactopyranose degradation
RXN1F-443	kaempferol glycoside biosynthesis (Arabidopsis)
RXN-15892	3,6-anhydro-alpha-L-galactopyranose degradation
HYDROXYPYRROLINEDEH-RXN	
RXN-15889	enterobactin biosynthesis
RXN1F-20	3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)	3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)
RXN-15887	tenellin biosynthesis
HYDROXYPRODEHYDROG-RXN	
RXN-15886	tenellin biosynthesis
RXN1F-19	jasmonic acid biosynthesis
RXN-15881	[2Fe-2S] iron-sulfur cluster biosynthesis
HYDROXYPHYTANATE-OXIDASE-RXN	
RXN-15878	methylerythritol phosphate pathway I
RXN1F-170	gibberellin biosynthesis III (early C-13 hydroxylation)
RXN-15865	
HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN	L-tyrosine degradation V (Stickland reaction)	4-hydroxybenzoate biosynthesis I (eukaryotes)
RXN-15864	
RXN1F-17	
RXN-15855	
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	mevalonate pathway III (archaea)	mevalonate pathway I	ferrichrome A biosynthesis	isoprene biosynthesis II (engineered)	ketogenesis	mevalonate pathway II (archaea)
RXN-15854	furfural degradation
RXN1F-169	gibberellin biosynthesis III (early C-13 hydroxylation)
RXN-15853	5-hydroxymethylfurfural degradation
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN	mevalonate degradation
RXN-15852	5-hydroxymethylfurfural degradation
RXN1F-168	gibberellin biosynthesis III (early C-13 hydroxylation)
RXN-15851	
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	mevalonate degradation	L-leucine degradation I	ketogenesis
RXN-15850	D-arginine degradation
RXN1F-167	gibberellin biosynthesis III (early C-13 hydroxylation)
RXN-15849	D-arginine degradation
RXN-15848	
RXN1F-166	gibberellin biosynthesis IV (Gibberella fujikuroi)
RXN-15847	
HYDROXYMANDELONITRILE-LYASE-RXN	dhurrin degradation
RXN-15846	
RXN1F-165	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)
RXN-15845	
HYDROXYMALONATE-DEHYDROGENASE-RXN	
RXN-15844	
RXN1F-164	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)
RXN-15843	
HYDROXYLYSINE-KINASE-RXN	
RXN-15842	
RXN1F-163	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)
RXN-15841	
HYDROXYLAMINE-REDUCTASE-RXN	
RXN-15840	
RXN1F-162	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)
RXN-15836	alpha-cyclopiazonate detoxification
HYDROXYLAMINE-REDUCTASE-NADH-RXN	protein S-nitrosylation and denitrosylation
RXN-15824	limonene degradation III (to perillate)
RXN1F-161	GA12 biosynthesis	gibberellin biosynthesis IV (Gibberella fujikuroi)
RXN-15823	(-)-dehydrodiconiferyl alcohol degradation
HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN	4-hydroxyphenylacetate degradation
RXN-15822	(-)-dehydrodiconiferyl alcohol degradation
RXN1F-160	GA12 biosynthesis	gibberellin biosynthesis IV (Gibberella fujikuroi)
RXN-15821	(-)-dehydrodiconiferyl alcohol degradation
HYDROXYGLUTAMATE-DECARBOXYLASE-RXN	
RXN-15820	(-)-dehydrodiconiferyl alcohol degradation
RXN1F-16	
RXN-15819	(-)-dehydrodiconiferyl alcohol degradation
HYDROXYDOCOSANOATE-TRANS-RXN	
RXN-15818	(-)-dehydrodiconiferyl alcohol degradation
RXN1F-155	neoxanthin biosynthesis	abscisic acid biosynthesis
RXN-15813	(-)-microperfuranone biosynthesis
HYDROXYBUTYRATE-DIMER-HYDROLASE-RXN	
RXN-15812	alpha-cyclopiazonate biosynthesis
RXN1F-151	isorenieratene biosynthesis I (actinobacteria)	beta-carotene biosynthesis
RXN-15809	heme b biosynthesis III (from siroheme)
HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN	4-hydroxymandelate degradation
RXN-15808	heme b biosynthesis III (from siroheme)
RXN1F-150	isorenieratene biosynthesis I (actinobacteria)	chlorobactene biosynthesis	beta-carotene biosynthesis	okenone biosynthesis
RXN-15807	heme d1 biosynthesis
HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	4-methylphenol degradation to protocatechuate	4-hydroxymandelate degradation
RXN-15806	heme d1 biosynthesis
RXN1F-15	
RXN-15805	heme b biosynthesis III (from siroheme)	heme d1 biosynthesis
HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN	4-hydroxybenzoate biosynthesis I (eukaryotes)	4-hydroxybenzoate biosynthesis IV (plants)	4-hydroxymandelate degradation
RXN-15804	ergothioneine biosynthesis II (fungi)	ergothioneine biosynthesis I (bacteria)
RXN1F-148	lutein biosynthesis
RXN-15803	
HYDROXYACID-OXOACID-TRANSHYDROGENASE-RXN	
RXN-15802	
RXN1F-147	delta-carotene biosynthesis
RXN-15801	ergothioneine biosynthesis II (fungi)
HYDROXY-MANDELATE-RACEMASE-RXN	4-hydroxymandelate degradation
RXN-15800	
RXN1F-143	gibberellin biosynthesis III (early C-13 hydroxylation)
RXN-15799	asperlicin E biosynthesis
HYDROHEX-RXN	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis
RXN-15798	asperlicin E biosynthesis
RXN1F-14	
RXN-15797	asperlicin E biosynthesis
HYDROGENSULFITE-REDUCTASE-RXN	dissimilatory sulfate reduction II (to thiosulfate)
RXN-15795	methylthiolincosamide biosynthesis
RXN1F-13	
RXN-15794	methylthiolincosamide biosynthesis
HYDROGEN-SULFIDE-S-ACETYLTRANSFERASE-RXN	
RXN-15793	methylthiolincosamide biosynthesis
RXN1F-101	gibberellin biosynthesis III (early C-13 hydroxylation)
RXN-15792	methylthiolincosamide biosynthesis
HYDROGEN-DEHYDROGENASE-RXN	hydrogen production II	hydrogen oxidation II (aerobic, NAD)
RXN-15791	methylthiolincosamide biosynthesis
RXN1F-10	
RXN-15790	methylthiolincosamide biosynthesis
HYDGLUTSYN-RXN	
RXN-15789	methylthiolincosamide biosynthesis
RXN1A0-6318	
RXN-15788	
HYALURONATE-LYASE-RXN	hyaluronan degradation
RXN-15787	prodigiosin biosynthesis
RXN1A0-6316	actinorhodin biosynthesis
RXN-15786	prodigiosin biosynthesis
HOMSUCTRAN-RXN	L-methionine biosynthesis I
RXN-15785	prodigiosin biosynthesis
RXN1A0-6314	actinorhodin biosynthesis
RXN-15782	prodigiosin biosynthesis
HOMOSERKIN-RXN	L-methionine biosynthesis II (plants)	L-threonine biosynthesis
RXN-15780	prodigiosin biosynthesis
RXN1A0-6312	actinorhodin biosynthesis
RXN-15778	prodigiosin biosynthesis
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	L-homocysteine biosynthesis
RXN-15777	prodigiosin biosynthesis
RXN1A0-6310	actinorhodin biosynthesis
RXN-15776	diphthamide biosynthesis II (eukaryotes)
HOMOSERDEHYDROG-RXN	L-homoserine biosynthesis
RXN-15775	diphthamide biosynthesis II (eukaryotes)
RXN1A0-6307	actinorhodin biosynthesis
RXN-15774	
HOMOSERDEAM-RXN	
RXN-15773	
RXN1A0-6305	actinorhodin biosynthesis
RXN-15772	
HOMOGLUTATHIONE-SYNTHASE-RXN	homoglutathione biosynthesis
RXN-15771	
RXN1A0-6303	actinorhodin biosynthesis
RXN-15770	
HOMOGENTISATE-12-DIOXYGENASE-RXN	L-tyrosine degradation I
RXN-15769	prodigiosin biosynthesis
RXN1A0-6297	actinorhodin biosynthesis
RXN-15768	
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	
RXN-15767	
RXN18HP-9	sarcinaxanthin diglucoside biosynthesis	decaprenoxanthin diglucoside biosynthesis
RXN-15766	
HOMOCYSTEINE-DESULFHYDRASE-RXN	hydrogen sulfide biosynthesis II (mammalian)
RXN-15765	5-N-acetylardeemin biosynthesis
RXN18HP-8	sarcinaxanthin diglucoside biosynthesis	decaprenoxanthin diglucoside biosynthesis
RXN-15763	5-N-acetylardeemin biosynthesis
HOMOCYSMETB12-RXN	L-methionine biosynthesis IV (archaea)	L-methionine biosynthesis I	L-methionine biosynthesis III	N10-formyl-tetrahydrofolate biosynthesis	folate transformations I	folate transformations II	L-methionine salvage from L-homocysteine
RXN-15762	5-N-acetylardeemin biosynthesis
RXN18HP-7	decaprenoxanthin diglucoside biosynthesis
RXN-15761	
HOMOCYSMET-RXN	L-methionine biosynthesis II (plants)	L-methionine biosynthesis I	L-methionine biosynthesis III	S-adenosyl-L-methionine cycle I	S-adenosyl-L-methionine cycle II
RXN-15760	
RXN18HP-6	decaprenoxanthin diglucoside biosynthesis
RXN-15759	
HOMOCITRATE-SYNTHASE-RXN	FeMo cofactor biosynthesis	L-lysine biosynthesis IV	coenzyme B biosynthesis	L-lysine biosynthesis V
RXN-15758	
RXN1-42	polyhydroxybutanoate biosynthesis
RXN-15757	
HOMOACONITATE-HYDRATASE-RXN	L-lysine biosynthesis IV	coenzyme B biosynthesis	L-lysine biosynthesis V
RXN-15756	
RXN0-986	
RXN-15755	
HISTTRANSAM-RXN	imidazole-lactate degradation	L-histidine degradation IV
RXN-15754	
RXN0-985	
RXN-15753	
HISTPRATPHYD-RXN	L-histidine biosynthesis
RXN-15750	fumiquinazoline D biosynthesis
RXN0-984	
RXN-15749	fumiquinazoline D biosynthesis
HISTONE-LYSINE-N-METHYLTRANSFERASE-RXN	
RXN-15748	fumiquinazoline D biosynthesis
RXN0-963	fructoselysine and psicoselysine degradation
RXN-15747	fumiquinazoline D biosynthesis
HISTOLDEHYD-RXN	L-histidine biosynthesis
RXN-15746	fumiquinazoline D biosynthesis
RXN0-962	fructoselysine and psicoselysine degradation
RXN-15744	1,2-propanediol biosynthesis from lactate (engineered)
HISTIDPHOS-RXN	L-histidine biosynthesis
RXN-15743	1,2-propanediol biosynthesis from lactate (engineered)
RXN0-961	muropeptide degradation
RXN-15742	tetrahydromethanopterin biosynthesis
HISTIDINE-N-ACETYLTRANSFERASE-RXN	
RXN-15741	tetrahydromethanopterin biosynthesis
RXN0-901	purine nucleobases degradation II (anaerobic)	purine nucleobases degradation I (anaerobic)	theophylline degradation	caffeine degradation III (bacteria, via demethylation)	inosine 5'-phosphate degradation	adenosine nucleotides degradation II	guanosine nucleotides degradation III	guanosine nucleotides degradation I	guanosine nucleotides degradation II	adenosine nucleotides degradation I
RXN-15739	aflatrem biosynthesis
HISTIDINE-DECARBOXYLASE-RXN	histamine biosynthesis
RXN-15738	aflatrem biosynthesis
RXN0-884	methylerythritol phosphate pathway I	methylerythritol phosphate pathway II
RXN-15737	aflatrem biosynthesis
HISTIDINE-AMMONIA-LYASE-RXN	L-histidine degradation III	L-histidine degradation VI	L-histidine degradation II	L-histidine degradation I
RXN-15736	
RXN0-882	methylerythritol phosphate pathway II
RXN-15735	lolitrem B biosynthesis
HISTCYCLOHYD-RXN	L-histidine biosynthesis
RXN-15734	tetrahydromethanopterin biosynthesis
RXN0-743	inosine-5'-phosphate biosynthesis III	inosine-5'-phosphate biosynthesis I
RXN-15733	tetrahydromethanopterin biosynthesis
HISTAMINOTRANS-RXN	L-histidine biosynthesis
RXN-15732	tetrahydromethanopterin biosynthesis
RXN0-742	inosine-5'-phosphate biosynthesis III	inosine-5'-phosphate biosynthesis I
RXN-15730	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)
HISTAMINE-N-METHYLTRANSFERASE-RXN	histamine degradation
RXN-15729	1,2-propanediol biosynthesis from lactate (engineered)
RXN0-7298	
RXN-15728	1,2-propanediol biosynthesis from lactate (engineered)
HISTALDEHYD-RXN	L-histidine biosynthesis
RXN-15727	
RXN0-7291	
RXN-15724	1,2-propanediol biosynthesis from lactate (engineered)
HIPPURATE-HYDROLASE-RXN	
RXN-15723	1,2-propanediol biosynthesis from lactate (engineered)
RXN0-7285	
RXN-15722	
HEXOKINASE-RXN	
RXN-15721	
RXN0-7280	
RXN-15720	
HEXANOL-RXN	pyruvate fermentation to hexanol (engineered)
RXN-15718	lovastatin biosynthesis
RXN0-7275	
RXN-15717	
HEXADECANOL-DEHYDROGENASE-RXN	
RXN-15716	2-amino-3-hydroxycyclopent-2-enone biosynthesis
RXN0-7272	
RXN-15715	2-amino-3-hydroxycyclopent-2-enone biosynthesis
HEPOXILIN-EPOXIDE-HYDROLASE-RXN	
RXN-15714	2-amino-3-hydroxycyclopent-2-enone biosynthesis
RXN0-7253	
RXN-15713	
HEPARITIN-SULFOTRANSFERASE-RXN	heparan sulfate biosynthesis (late stages)
RXN-15712	
RXN0-7251	
RXN-15710	
HEMN-RXN	3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	heme b biosynthesis II (anaerobic)
RXN-15709	
RXN0-7250	
RXN-15708	
HEMEOSYN-RXN	heme a biosynthesis
RXN-15707	
RXN0-7249	
RXN-15706	
HEME-OXYGENASE-DECYCLIZING-RXN	heme degradation I
RXN-15705	
RXN0-7248	
RXN-15704	
HCAMULTI-RXN	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate
RXN-15703	
RXN0-7239	
RXN-15699	
HAONITRO-RXN	ammonia oxidation I (aerobic)
RXN-15698	
RXN0-7238	
RXN-15697	
HAMAMELOSE-KINASE-RXN	
RXN-15696	
RXN0-7230	
RXN-15695	
HALOALKANE-DEHALOGENASE-RXN	
RXN-15694	lovastatin biosynthesis
RXN0-7229	
RXN-15693	
HALOACETATE-DEHALOGENASE-RXN	
RXN-15692	
RXN0-7227	
RXN-15691	
HADTHAUERA-RXN	crotonate fermentation (to acetate and cyclohexane carboxylate)	benzoyl-CoA degradation II (anaerobic)
RXN-15676	
RXN0-7219	
RXN-15675	
H2SOXIREDPYRO-RXN	sulfur reduction I
RXN-15674	lovastatin biosynthesis
RXN0-7188	
RXN-15672	lovastatin biosynthesis
H2PTEROATESYNTH-RXN	tetrahydrofolate biosynthesis
RXN-15671	lovastatin biosynthesis
RXN0-7173	
RXN-15670	
H2PTERIDINEPYROPHOSPHOKIN-RXN	6-hydroxymethyl-dihydropterin diphosphate biosynthesis V (Pyrococcus)	6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium)	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)
RXN-15669	acetylaszonalenin biosynthesis
RXN0-7168	
RXN-15668	acetylaszonalenin biosynthesis
H2NTPEPIM-RXN	tetrahydromonapterin biosynthesis
RXN-15667	acetylaszonalenin biosynthesis
RXN0-7167	
RXN-15665	mannojirimycin biosynthesis
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I
RXN-15664	mannojirimycin biosynthesis
RXN0-7165	
RXN-15663	mannojirimycin biosynthesis
H2NEOPTERINALDOL-RXN	tetrahydromethanopterin biosynthesis	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)
RXN-15662	mannojirimycin biosynthesis
RXN0-7160	
RXN-15660	
H2-METHYLENE-THMPT-DEHYDRO-RXN	reductive acetyl coenzyme A pathway II (autotrophic methanogens)	methanogenesis from H2 and CO2
RXN-15659	beta-D-galactosaminyl-(1rarr3)-N-acetyl-alpha-D-galactosamine biosynthesis
RXN0-7154	
RXN-15658	
GUANYLCYC-RXN	
RXN-15657	
RXN0-7143	
RXN-15656	
GUANYL-KIN-RXN	guanosine ribonucleotides de novo biosynthesis
RXN-15655	CMP-N-acetyl-7-O-acetylneuraminate biosynthesis
RXN0-7141	
RXN-15654	CMP-N-acetyl-7-O-acetylneuraminate biosynthesis
GUANPRIBOSYLTRAN-RXN	guanine and guanosine salvage	guanine and guanosine salvage II
RXN-15653	CMP-N-acetyl-7-O-acetylneuraminate biosynthesis
RXN0-7139	
RXN-15652	CMP-N-acetyl-7-O-acetylneuraminate biosynthesis
GUANOSINEKIN-RXN	guanine and guanosine salvage III
RXN-15651	
RXN0-7122	
RXN-15650	S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I
GUANOSINE-DIPHOSPHATASE-RXN	
RXN-15649	mevalonate pathway III (archaea)
RXN0-7119	
RXN-15648	mevalonate pathway III (archaea)
GUANOSINE-DEAMINASE-RXN	guanosine nucleotides degradation I
RXN-15647	mevalonate pathway III (archaea)
RXN0-7115	
RXN-15646	L-arginine degradation XII
GUANINE-DEAMINASE-RXN	purine nucleobases degradation II (anaerobic)	purine nucleobases degradation I (anaerobic)	guanosine nucleotides degradation III	guanosine nucleotides degradation II
RXN-15645	L-arginine degradation XII
RXN0-7114	
RXN-15641	(R)-canadine biosynthesis
GUANIDOACETATE-KINASE-RXN	
RXN-15640	(R)-canadine biosynthesis
RXN0-7104	
RXN-15638	3-(4-sulfophenyl)butanoate degradation
GUANIDINOPROPIONASE-RXN	
RXN-15637	3-(4-sulfophenyl)butanoate degradation
RXN0-7103	
RXN-15635	phosphopantothenate biosynthesis III (archaebacteria)
GUANIDINOBUTYRASE-RXN	L-arginine degradation XII	L-arginine degradation IX (arginine:pyruvate transaminase pathway)	L-arginine degradation VIII (arginine oxidase pathway)	L-arginine degradation X (arginine monooxygenase pathway)
RXN-15632	
RXN0-7101	
RXN-15631	
GUANIDINOBUTANAMIDE-NH3-RXN	L-arginine degradation X (arginine monooxygenase pathway)
RXN-15630	
RXN0-7100	
RXN-15629	
GUANIDINOACETATE-N-METHYLTRANSFERASE-RXN	creatine biosynthesis
RXN-15628	
RXN0-7092	
RXN-15627	
GUANIDINOACETASE-RXN	
RXN-15626	
RXN0-7090	
RXN-15625	
GTPPYPHOSKIN-RXN	ppGpp biosynthesis
RXN-15624	
RXN0-7083	
RXN-15623	
GTP-CYCLOHYDRO-II-RXN	toxoflavin biosynthesis	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	flavin biosynthesis III (fungi)	flavin biosynthesis I (bacteria and plants)
RXN-15622	terrequinone A biosynthesis
RXN0-7081	tRNA-uridine 2-thiolation (bacteria)
RXN-15621	terrequinone A biosynthesis
GTP-CYCLOHYDRO-I-RXN	6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium)	drosopterin and aurodrosopterin biosynthesis	tetrahydromonapterin biosynthesis	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	threo-tetrahydrobiopterin biosynthesis	preQ0 biosynthesis	erythro-tetrahydrobiopterin biosynthesis II	erythro-tetrahydrobiopterin biosynthesis I
