# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	55112	55435	-							HMPREF0536_RS06065	324		old_locus_tag=HMPREF0536_11172
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	55112	55435	-	WP_003668417.1	WP_003668417.1		ribosomal-processing cysteine protease Prp			HMPREF0536_RS06065	324	107	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	55451	55759	-							HMPREF0536_RS06070	309		old_locus_tag=HMPREF0536_11173
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	55451	55759	-	WP_003664009.1	WP_003664009.1		50S ribosomal protein L21			HMPREF0536_RS06070	309	102	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	55974	56606	-							HMPREF0536_RS06075	633		old_locus_tag=HMPREF0536_11174
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	55974	56606	-	WP_003668419.1	WP_003668419.1		TetR/AcrR family transcriptional regulator			HMPREF0536_RS06075	633	210	
gene	tRNA	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	56793	56866	+							HMPREF0536_RS06080	74		old_locus_tag=HMPREF0536_t10068
tRNA		GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	56793	56866	+				tRNA-Arg			HMPREF0536_RS06080	74		anticodon=TCT
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	57275	57781	-							HMPREF0536_RS06085	507		old_locus_tag=HMPREF0536_11176
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	57275	57781	-	WP_003668423.1	WP_003668423.1		hypothetical protein			HMPREF0536_RS06085	507	168	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	57811	58839	-							HMPREF0536_RS06090	1029		old_locus_tag=HMPREF0536_11177
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	57811	58839	-	WP_003668425.1	WP_003668425.1		hypothetical protein			HMPREF0536_RS06090	1029	342	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	58829	59716	-							HMPREF0536_RS06095	888		old_locus_tag=HMPREF0536_11178
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	58829	59716	-	WP_011953505.1	WP_011953505.1		hypothetical protein			HMPREF0536_RS06095	888	295	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	60045	60359	-							HMPREF0536_RS06100	315		old_locus_tag=HMPREF0536_11179
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	60045	60359	-	WP_011953506.1	WP_011953506.1		metal-sulfur cluster assembly factor			HMPREF0536_RS06100	315	104	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	60362	60919	-							HMPREF0536_RS06105	558		old_locus_tag=HMPREF0536_11180
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	60362	60919	-	WP_003668429.1	WP_003668429.1		peptide-methionine (S)-S-oxide reductase			HMPREF0536_RS06105	558	185	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	60906	61757	-							HMPREF0536_RS06110	852		old_locus_tag=HMPREF0536_11181
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	60906	61757	-	WP_003668431.1	WP_003668431.1		MetQ/NlpA family ABC transporter substrate-binding protein			HMPREF0536_RS06110	852	283	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	62441	63622	-							HMPREF0536_RS06115	1182		old_locus_tag=HMPREF0536_11183
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	62441	63622	-	WP_003668432.1	WP_003668432.1		aspartate aminotransferase			HMPREF0536_RS06115	1182	393	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	63737	65242	-							HMPREF0536_RS06120	1506		old_locus_tag=HMPREF0536_11184
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	63737	65242	-	WP_003668434.1	WP_003668434.1		glutamate--tRNA ligase			HMPREF0536_RS06120	1506	501	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	65487	66830	-							HMPREF0536_RS06125	1344		old_locus_tag=HMPREF0536_11185
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	65487	66830	-	WP_003668435.1	WP_003668435.1		type I glutamate--ammonia ligase			HMPREF0536_RS06125	1344	447	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	67003	67926	-							HMPREF0536_RS06130	924		old_locus_tag=HMPREF0536_11186
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	67003	67926	-	WP_003668437.1	WP_003668437.1		tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA			HMPREF0536_RS06130	924	307	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	68041	68217	+							HMPREF0536_RS10880	177		old_locus_tag=HMPREF0536_11187
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	68041	68217	+	WP_003664039.1	WP_003664039.1		DUF3042 domain-containing protein			HMPREF0536_RS10880	177	58	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	68381	68800	-							HMPREF0536_RS06140	420		old_locus_tag=HMPREF0536_11188
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	68381	68800	-	WP_003668438.1	WP_003668438.1		rhodanese-like domain-containing protein			HMPREF0536_RS06140	420	139	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	68814	69785	-							HMPREF0536_RS06145	972		old_locus_tag=HMPREF0536_11189
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	68814	69785	-	WP_003668439.1	WP_003668439.1		glucokinase			HMPREF0536_RS06145	972	323	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	69810	70049	-							HMPREF0536_RS06150	240		old_locus_tag=HMPREF0536_11190
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	69810	70049	-	WP_003668441.1	WP_003668441.1		DUF910 domain-containing protein			HMPREF0536_RS06150	240	79	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	70056	70715	-							HMPREF0536_RS06155	660		old_locus_tag=HMPREF0536_11191
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	70056	70715	-	WP_003668442.1	WP_003668442.1		rhomboid family intramembrane serine protease			HMPREF0536_RS06155	660	219	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	70719	71273	-							HMPREF0536_RS06160	555		old_locus_tag=HMPREF0536_11192
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	70719	71273	-	WP_003668444.1	WP_003668444.1		5-formyltetrahydrofolate cyclo-ligase			HMPREF0536_RS06160	555	184	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	71411	71560	-							HMPREF0536_RS06165	150		old_locus_tag=HMPREF0536_11193
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	71411	71560	-	WP_003664049.1	WP_003664049.1		50S ribosomal protein L33			HMPREF0536_RS06165	150	49	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	71699	73798	-							HMPREF0536_RS06170	2100		old_locus_tag=HMPREF0536_11194
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	71699	73798	-	WP_003668445.1	WP_003668445.1		penicillin-binding protein 2			HMPREF0536_RS06170	2100	699	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	74008	76623	+							HMPREF0536_RS06175	2616		old_locus_tag=HMPREF0536_11195
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	74008	76623	+	WP_003668446.1	WP_003668446.1		membrane protein			HMPREF0536_RS06175	2616	871	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	76709	77098	-							HMPREF0536_RS06180	390		old_locus_tag=HMPREF0536_11196
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	76709	77098	-	WP_003668448.1	WP_003668448.1		heme biosynthesis protein HemY			HMPREF0536_RS06180	390	129	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	77248	77724	-							HMPREF0536_RS06185	477		old_locus_tag=HMPREF0536_11197
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	77248	77724	-	WP_003664064.1	WP_003664064.1		transcription elongation factor GreA			HMPREF0536_RS06185	477	158	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	77788	78444	-							HMPREF0536_RS06190	657		old_locus_tag=HMPREF0536_11198
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	77788	78444	-	WP_003668449.1	WP_003668449.1		uridine kinase			HMPREF0536_RS06190	657	218	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	78557	79195	-							HMPREF0536_RS06195	639		old_locus_tag=HMPREF0536_11199
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	78557	79195	-	WP_003668451.1	WP_003668451.1		peptidoglycan endopeptidase			HMPREF0536_RS06195	639	212	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	79379	81796	-							HMPREF0536_RS06200	2418		old_locus_tag=HMPREF0536_11200
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	79379	81796	-	WP_003668452.1	WP_003668452.1		phenylalanine--tRNA ligase subunit beta			HMPREF0536_RS06200	2418	805	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	81803	82849	-							HMPREF0536_RS06205	1047		old_locus_tag=HMPREF0536_11201
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	81803	82849	-	WP_003668455.1	WP_003668455.1		phenylalanine--tRNA ligase subunit alpha			HMPREF0536_RS06205	1047	348	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	83144	83482	-							HMPREF0536_RS06210	339		old_locus_tag=HMPREF0536_11202
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	83144	83482	-	WP_003668457.1	WP_003668457.1		transcriptional regulator			HMPREF0536_RS06210	339	112	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	83503	84009	-							HMPREF0536_RS06215	507		old_locus_tag=HMPREF0536_11203
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	83503	84009	-	WP_003668459.1	WP_003668459.1		HD domain-containing protein			HMPREF0536_RS06215	507	168	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	84074	84850	-							HMPREF0536_RS06220	777		old_locus_tag=HMPREF0536_11204
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	84074	84850	-	WP_003668462.1	WP_003668462.1		RNA methyltransferase			HMPREF0536_RS06220	777	258	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	84949	85224	+							HMPREF0536_RS06225	276		old_locus_tag=HMPREF0536_11205
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	84949	85224	+	WP_003668464.1	WP_003668464.1		acylphosphatase			HMPREF0536_RS06225	276	91	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	85323	86273	+							HMPREF0536_RS06230	951		old_locus_tag=HMPREF0536_11206
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	85323	86273	+	WP_003668465.1	WP_003668465.1		membrane protein			HMPREF0536_RS06230	951	316	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	86337	86747	+							HMPREF0536_RS06235	411		old_locus_tag=HMPREF0536_11207
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	86337	86747	+	WP_003668467.1	WP_003668467.1		peptide deformylase			HMPREF0536_RS06235	411	136	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	86826	88205	+							HMPREF0536_RS06240	1380		old_locus_tag=HMPREF0536_11208
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	86826	88205	+	WP_003668469.1	WP_003668469.1		multidrug transporter MatE			HMPREF0536_RS06240	1380	459	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	88287	89780	-							HMPREF0536_RS06245	1494		old_locus_tag=HMPREF0536_11209
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	88287	89780	-	WP_003668471.1	WP_003668471.1		glutamate/gamma-aminobutyrate family transporter YjeM			HMPREF0536_RS06245	1494	497	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	89969	91444	-							HMPREF0536_RS06250	1476		old_locus_tag=HMPREF0536_11210
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	89969	91444	-	WP_003668473.1	WP_003668473.1		sensor histidine kinase			HMPREF0536_RS06250	1476	491	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	91457	92143	-							HMPREF0536_RS06255	687		old_locus_tag=HMPREF0536_11211
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	91457	92143	-	WP_003668474.1	WP_003668474.1		DNA-binding response regulator			HMPREF0536_RS06255	687	228	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	92368	92547	-							HMPREF0536_RS06260	180		old_locus_tag=HMPREF0536_11212
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	92368	92547	-	WP_003664092.1	WP_003664092.1		50S ribosomal protein L32			HMPREF0536_RS06260	180	59	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	92602	93159	-							HMPREF0536_RS06265	558		old_locus_tag=HMPREF0536_11213
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	92602	93159	-	WP_003664093.1	WP_003664093.1		DNA-binding protein			HMPREF0536_RS06265	558	185	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	93289	94422	-							HMPREF0536_RS06270	1134		old_locus_tag=HMPREF0536_11214
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	93289	94422	-	WP_003668476.1	WP_003668476.1		nucleotidyltransferase			HMPREF0536_RS06270	1134	377	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	94434	95174	-							HMPREF0536_RS06275	741		old_locus_tag=HMPREF0536_11215
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	94434	95174	-	WP_003668478.1	WP_003668478.1		class I SAM-dependent methyltransferase			HMPREF0536_RS06275	741	246	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	95174	95530	-							HMPREF0536_RS06280	357		old_locus_tag=HMPREF0536_11216
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	95174	95530	-	WP_003668479.1	WP_003668479.1		ribosome silencing factor			HMPREF0536_RS06280	357	118	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	95530	96144	-							HMPREF0536_RS06285	615		old_locus_tag=HMPREF0536_11217
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	95530	96144	-	WP_003668481.1	WP_003668481.1		HD domain-containing protein			HMPREF0536_RS06285	615	204	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	96137	96781	-					nadD		HMPREF0536_RS06290	645		old_locus_tag=HMPREF0536_11218
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	96137	96781	-	WP_011953511.1	WP_011953511.1		nicotinate-nucleotide adenylyltransferase	nadD		HMPREF0536_RS06290	645	214	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	96803	97114	-							HMPREF0536_RS06295	312		old_locus_tag=HMPREF0536_11219
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	96803	97114	-	WP_003664099.1	WP_003664099.1		ribosome assembly RNA-binding protein YhbY			HMPREF0536_RS06295	312	103	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	97138	98265	-							HMPREF0536_RS06300	1128		old_locus_tag=HMPREF0536_11220
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	97138	98265	-	WP_003668483.1	WP_003668483.1		ribosome biogenesis GTPase YqeH			HMPREF0536_RS06300	1128	375	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	98258	98788	-							HMPREF0536_RS06305	531		old_locus_tag=HMPREF0536_11221
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	98258	98788	-	WP_011953512.1	WP_011953512.1		YqeG family HAD IIIA-type phosphatase			HMPREF0536_RS06305	531	176	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	98942	99295	-							HMPREF0536_RS06310	354		old_locus_tag=HMPREF0536_11222
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	98942	99295	-	WP_003668485.1	WP_003668485.1		50S ribosomal protein L20			HMPREF0536_RS06310	354	117	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	99340	99537	-							HMPREF0536_RS06315	198		old_locus_tag=HMPREF0536_11223
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	99340	99537	-	WP_003664106.1	WP_003664106.1		50S ribosomal protein L35			HMPREF0536_RS06315	198	65	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	99560	100072	-							HMPREF0536_RS06320	513		old_locus_tag=HMPREF0536_11224
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	99560	100072	-	WP_003668486.1	WP_003668486.1		translation initiation factor IF-3			HMPREF0536_RS06320	513	170	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	100298	101239	-							HMPREF0536_RS06325	942		old_locus_tag=HMPREF0536_11225
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	100298	101239	-	WP_003668487.1	WP_003668487.1		primosomal protein DnaI			HMPREF0536_RS06325	942	313	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	101260	102615	-							HMPREF0536_RS06330	1356		old_locus_tag=HMPREF0536_11226
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	101260	102615	-	WP_003668488.1	WP_003668488.1		replication initiation and membrane attachment protein			HMPREF0536_RS06330	1356	451	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	102633	103097	-							HMPREF0536_RS06335	465		old_locus_tag=HMPREF0536_11227
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	102633	103097	-	WP_003668489.1	WP_003668489.1		transcriptional regulator NrdR			HMPREF0536_RS06335	465	154	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	103143	103742	-							HMPREF0536_RS06340	600		old_locus_tag=HMPREF0536_11228
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	103143	103742	-	WP_003668490.1	WP_003668490.1		dephospho-CoA kinase			HMPREF0536_RS06340	600	199	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	103746	104576	-							HMPREF0536_RS06345	831		old_locus_tag=HMPREF0536_11229
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	103746	104576	-	WP_003668491.1	WP_003668491.1		bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase			HMPREF0536_RS06345	831	276	
